Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
1,ORL,Chris Webber,University of Michigan,15,831,30847,17182,8124,3526,0.479,0.299,0.649,37.1,20.7,9.8,4.2,84.7,0.132,3.9,45.9
2,PHI,Shawn Bradley,Brigham Young University,12,832,19531,6752,5268,573,0.457,0.103,0.716,23.5,8.1,6.3,0.7,40.7,0.1,0.5,12.3
3,GSW,Anfernee Hardaway,University of Memphis,14,704,23711,10684,3146,3525,0.458,0.316,0.774,33.7,15.2,4.5,5,61.9,0.125,2.6,27.2
4,DAL,Jamal Mashburn,University of Kentucky,11,611,22762,11644,3271,2414,0.418,0.345,0.766,37.3,19.1,5.4,4,43.7,0.092,0.2,12.9
5,MIN,Isaiah Rider,"University of Nevada, Las Vegas",9,563,17851,9405,2166,1535,0.443,0.352,0.812,31.7,16.7,3.8,2.7,22.8,0.061,-1.2,3.6
6,WSB,Calbert Cheaney,Indiana University,13,825,22007,7826,2610,1398,0.466,0.298,0.691,26.7,9.5,3.2,1.7,23.1,0.05,-2.1,-0.7
7,SAC,Bobby Hurley,Duke University,5,269,4170,1032,283,880,0.353,0.272,0.769,15.5,3.8,1.1,3.3,-1.2,-0.014,-7.5,-5.8
8,MIL,Vin Baker,University of Hartford,13,791,25737,11839,5867,1509,0.485,0.215,0.638,32.5,15,7.4,1.9,47,0.088,-0.4,10.4
9,DEN,Rodney Rogers,Wake Forest University,12,866,21873,9468,3881,1722,0.451,0.347,0.69,25.3,10.9,4.5,2,38.8,0.085,0.5,13.8
10,DET,Lindsey Hunter,Jackson State University,17,937,23253,7956,2021,2506,0.388,0.36,0.746,24.8,8.5,2.2,2.7,32.9,0.068,-0.4,9.5
11,DET,Allan Houston,University of Tennessee,12,839,28311,14551,2434,1990,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,0.094,-0.6,9.9
12,LAL,George Lynch,University of North Carolina,12,774,17683,5109,3902,1121,0.446,0.306,0.652,22.8,6.6,5,1.4,32.3,0.088,0.6,11.5
13,LAC,Terry Dehere,Seton Hall University,6,402,7305,3235,588,1034,0.411,0.378,0.779,18.2,8,1.5,2.6,7.3,0.048,-3.4,-2.6
14,IND,Scott Haskin,Oregon State University,1,27,186,55,55,6,0.467,,0.684,6.9,2,2,0.2,0.3,0.087,-2.9,0
15,ATL,Doug Edwards,Florida State University,3,85,838,203,153,60,0.378,0,0.709,9.9,2.4,1.8,0.7,0.2,0.013,-4.6,-0.6
16,NJN,Rex Walters,University of Kansas,7,335,4602,1547,403,569,0.441,0.361,0.809,13.7,4.6,1.2,1.7,6.3,0.066,-3.3,-1.5
17,CHH,Greg Graham,Indiana University,5,207,2530,938,219,201,0.407,0.29,0.775,12.2,4.5,1.1,1,1.3,0.025,-4.4,-1.6
18,UTA,Luther Wright,Seton Hall University,1,15,92,19,10,0,0.348,0,0.75,6.1,1.3,0.7,0,-0.1,-0.064,-10.1,-0.2
19,BOS,Acie Earl,University of Iowa,4,193,2512,980,517,61,0.403,0,0.667,13,5.1,2.7,0.3,0.3,0.005,-6.9,-3.1
20,CHH,Scott Burrell,University of Connecticut,8,383,7592,2647,1332,527,0.418,0.373,0.723,19.8,6.9,3.5,1.4,16.4,0.104,1.2,6.1
21,POR,James Robinson,University of Alabama,7,381,6935,2882,660,715,0.394,0.348,0.666,18.2,7.6,1.7,1.9,5.8,0.04,-2.7,-1.2
22,CLE,Chris Mills,University of Arizona,10,568,17282,6357,2808,1063,0.432,0.351,0.817,30.4,11.2,4.9,1.9,37.7,0.105,0,8.8
23,SEA,Ervin Johnson,University of New Orleans,13,845,16989,3473,5148,387,0.505,0.2,0.605,20.1,4.1,6.1,0.5,37.8,0.107,0,8.7
24,HOU,Sam Cassell,Florida State University,15,993,29812,15635,3221,5939,0.454,0.331,0.861,30,15.7,3.2,6,87.5,0.141,1.4,25.4
25,CHI,Corie Blount,University of Cincinnati,11,644,9925,2287,2690,460,0.471,0.115,0.587,15.4,3.6,4.2,0.7,18.2,0.088,-1,2.4
26,ORL,Geert Hammink,Louisiana State University,3,8,27,14,7,2,0.4,,0.667,3.4,1.8,0.9,0.3,0.1,0.089,-8.4,0
27,PHO,Malcolm Mackey,Georgia Institute of Technology,1,22,69,32,24,1,0.378,0,0.5,3.1,1.5,1.1,0,0.1,0.036,-10.7,-0.2
28,DAL,Lucious Harris,"California State University, Long Beach",12,800,15701,5784,1864,1130,0.426,0.348,0.79,19.6,7.2,2.3,1.4,28.7,0.088,-1.9,0.5
29,MIN,Sherron Mills,Virginia Commonwealth University,,,,,,,,,,,,,,,,,
30,WSB,Gheorghe Muresan,,6,307,6729,3020,1957,150,0.573,0,0.644,21.9,9.8,6.4,0.5,19,0.136,-0.5,2.5
31,SAC,Evers Burns,University of Maryland,1,23,143,56,30,9,0.4,,0.522,6.2,2.4,1.3,0.4,0.1,0.02,-4.8,-0.1
32,PHI,Alphonso Ford,Mississippi Valley State University,2,11,114,35,20,10,0.308,0.1,0.5,10.4,3.2,1.8,0.9,-0.4,-0.153,-9.9,-0.2
33,DAL,Eric Riley,University of Michigan,5,186,1844,574,479,60,0.456,0,0.704,9.9,3.1,2.6,0.3,2.5,0.066,-3,-0.5
34,GSW,Darnell Mee,Western Kentucky University,2,40,293,76,36,18,0.312,0.222,0.444,7.3,1.9,0.9,0.5,-0.1,-0.02,-3.6,-0.1
35,MIA,Ed Stokes,University of Arizona,1,4,17,3,4,1,0.333,,0.5,4.3,0.8,1,0.3,0,-0.077,-5.4,0
36,NJN,John Best,Tennessee Technological University,,,,,,,,,,,,,,,,,
37,LAL,Nick Van Exel,University of Cincinnati,13,880,28969,12658,2545,5777,0.405,0.357,0.794,32.9,14.4,2.9,6.6,55.9,0.093,-0.4,11.4
38,WSB,Conrad McRae,Syracuse University,,,,,,,,,,,,,,,,,
39,IND,Thomas Hill,Duke University,,,,,,,,,,,,,,,,,
40,ATL,Rich Manning,University of Washington,2,55,512,182,94,10,0.415,0.4,0.643,9.3,3.3,1.7,0.2,-0.3,-0.028,-10,-1
41,CHI,Anthony Reed,Tulane University,,,,,,,,,,,,,,,,,
42,SEA,Adonis Jordan,University of Kansas,2,10,97,21,6,22,0.296,0.25,0.5,9.7,2.1,0.6,2.2,0,-0.015,-7.7,-0.1
43,DEN,Josh Grant,University of Utah,1,53,382,157,89,24,0.404,0.279,0.759,7.2,3,1.7,0.5,0.5,0.06,-2.8,-0.1
44,SAC,Alex Holcombe,Baylor University,,,,,,,,,,,,,,,,,
45,UTA,Bryon Russell,"California State University, Long Beach",13,841,19805,6663,2914,1085,0.431,0.369,0.75,23.5,7.9,3.5,1.3,47.4,0.115,1.7,18.5
46,HOU,Richard Petruska,"University of California, Los Angeles",1,22,92,53,31,1,0.435,0.467,0.75,4.2,2.4,1.4,0,0,-0.014,-10.8,-0.2
47,SAS,Chris Whitney,Clemson University,11,579,10052,3738,815,1613,0.395,0.361,0.875,17.4,6.5,1.4,2.8,21.2,0.101,-1.2,2
48,POR,Kevin Thompson,North Carolina State University,1,14,58,13,13,3,0.429,0,0.5,4.1,0.9,0.9,0.2,0,-0.016,-5.6,-0.1
49,PHO,Mark Buford,Mississippi Valley State University,,,,,,,,,,,,,,,,,
50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,
51,IND,Spencer Dunkley,University of Delaware,,,,,,,,,,,,,,,,,
52,SAC,Mike Peplowski,Michigan State University,3,68,705,194,176,26,0.556,0,0.531,10.4,2.9,2.6,0.4,1,0.067,-2.9,-0.2
53,LAC,Leonard White,Southern University and A&M College,,,,,,,,,,,,,,,,,
54,PHO,Byron Wilson,University of Utah,,,,,,,,,,,,,,,,,
1,ORL,Shaquille O'Neal,Louisiana State University,19,1207,41918,28596,13099,3026,0.582,0.045,0.527,34.7,23.7,10.9,2.5,181.7,0.208,5,74
2,CHH,Alonzo Mourning,Georgetown University,15,838,25975,14311,7137,946,0.527,0.247,0.692,31,17.1,8.5,1.1,89.7,0.166,1.7,24
3,MIN,Christian Laettner,Duke University,13,868,25760,11121,5806,2224,0.48,0.261,0.82,29.7,12.8,6.7,2.6,64.9,0.121,1.6,23.2
4,DAL,Jim Jackson,Ohio State University,14,885,29067,12690,4152,2851,0.428,0.365,0.825,32.8,14.3,4.7,3.2,35.8,0.059,-0.7,9.6
5,DEN,LaPhonso Ellis,University of Notre Dame,11,624,17616,7410,4032,981,0.452,0.302,0.73,28.2,11.9,6.5,1.6,32.8,0.089,-0.4,7.1
6,WSB,Tom Gugliotta,North Carolina State University,13,763,23556,9895,5589,2140,0.451,0.284,0.757,30.9,13,7.3,2.8,40.2,0.082,1.1,18.7
7,SAC,Walt Williams,University of Maryland,11,708,18818,8385,2794,1637,0.425,0.379,0.743,26.6,11.8,3.9,2.3,33.9,0.087,0.6,12.4
8,MIL,Todd Day,University of Arkansas,8,483,12214,5917,1649,713,0.406,0.345,0.739,25.3,12.3,3.4,1.5,17.5,0.069,-1.1,2.8
9,PHI,Clarence Weatherspoon,University of Southern Mississippi,13,915,27736,10483,6846,1346,0.471,0.196,0.743,30.3,11.5,7.5,1.5,58.4,0.101,-0.1,13.4
10,ATL,Adam Keefe,Stanford University,9,617,10334,3107,2556,427,0.502,0.071,0.714,16.7,5,4.1,0.7,24.9,0.116,-0.1,4.9
11,HOU,Robert Horry,University of Alabama,16,1107,27069,7715,5269,2343,0.425,0.341,0.726,24.5,7,4.8,2.1,66.3,0.118,2.7,32
12,MIA,Harold Miner,University of Southern California,4,200,3748,1801,432,245,0.46,0.311,0.785,18.7,9,2.2,1.2,4.2,0.053,-4.1,-2
13,DEN,Bryant Stith,University of Virginia,10,586,16417,5946,1983,1178,0.424,0.329,0.841,28,10.1,3.4,2,29.5,0.086,-0.6,5.8
14,IND,Malik Sealy,St. John's University,8,493,11720,4955,1585,816,0.426,0.292,0.809,23.8,10.1,3.2,1.7,17.1,0.07,-1.4,1.7
15,LAL,Anthony Peeler,University of Missouri,13,827,20464,8017,2136,1956,0.427,0.384,0.799,24.7,9.7,2.6,2.4,30.7,0.072,-0.8,6.1
16,LAC,Randy Woods,La Salle University,4,151,1093,356,93,257,0.34,0.305,0.683,7.2,2.4,0.6,1.7,0.6,0.026,-3.4,-0.4
17,SEA,Doug Christie,Pepperdine University,15,827,26079,9301,3382,2992,0.426,0.354,0.821,31.5,11.2,4.1,3.6,55.7,0.102,1.9,25.4
18,SAS,Tracy Murray,"University of California, Los Angeles",12,659,12103,5943,1649,508,0.43,0.388,0.829,18.4,9,2.5,0.8,24.1,0.096,-1.6,1.4
19,DET,Don MacLean,"University of California, Los Angeles",9,319,6679,3490,1210,404,0.455,0.284,0.765,20.9,10.9,3.8,1.3,9.4,0.067,-3.7,-2.9
20,NYK,Hubert Davis,University of North Carolina,12,685,15143,5583,1045,1172,0.458,0.441,0.837,22.1,8.2,1.5,1.7,27.7,0.088,-1.8,0.7
21,BOS,Jon Barry,Georgia Institute of Technology,14,821,13880,4715,1513,1784,0.434,0.392,0.848,16.9,5.7,1.8,2.2,37.2,0.129,0.8,9.8
22,PHO,Oliver Miller,University of Arkansas,9,493,11338,3625,2893,1061,0.534,0.116,0.639,23,7.4,5.9,2.2,21.1,0.089,1.8,10.9
23,MIL,Lee Mayberry,University of Arkansas,7,496,10337,2546,642,1767,0.415,0.377,0.659,20.8,5.1,1.3,3.6,7.9,0.036,-4.5,-6.6
24,GSW,Latrell Sprewell,University of Alabama,13,913,35270,16712,3724,3664,0.425,0.337,0.804,38.6,18.3,4.1,4,56.3,0.077,0.4,21.7
25,LAC,Elmore Spencer,"University of Nevada, Las Vegas",5,157,2641,923,555,109,0.516,0,0.58,16.8,5.9,3.5,0.7,0,0.001,-4.1,-1.4
26,POR,Dave Johnson,Syracuse University,2,59,475,204,64,17,0.365,0.2,0.663,8.1,3.5,1.1,0.3,-0.3,-0.032,-9.3,-0.9
27,CHI,Byron Houston,Oklahoma State University,4,214,2674,835,648,114,0.456,0.256,0.676,12.5,3.9,3,0.5,3.9,0.069,-2.4,-0.3
28,MIN,Marlon Maxey,University of Texas at El Paso,2,98,1146,479,363,22,0.542,0,0.685,11.7,4.9,3.7,0.2,2.6,0.109,-3.8,-0.5
29,NJN,P.J. Brown,Louisiana Tech University,15,1089,33823,9870,8409,1661,0.46,0.136,0.794,31.1,9.1,7.7,1.5,89.8,0.128,1.4,28.6
30,DAL,Sean Rooks,University of Arizona,12,749,13560,4676,2877,631,0.459,0.091,0.699,18.1,6.2,3.8,0.8,16.2,0.057,-2.8,-2.7
31,POR,Reggie Smith,Texas Christian University,2,66,384,99,120,5,0.394,0,0.404,5.8,1.5,1.8,0.1,0.4,0.051,-5.6,-0.3
32,WSB,Brent Price,University of Oklahoma,9,418,7007,2481,684,1236,0.426,0.387,0.824,16.8,5.9,1.6,3,12,0.082,-1.1,1.6
33,CHI,Corey Williams,Oklahoma State University,2,39,288,92,37,29,0.367,0.25,0.826,7.4,2.4,0.9,0.7,0.2,0.037,-5.6,-0.3
34,MIN,Chris Smith,University of Connecticut,3,224,3956,1140,291,627,0.435,0.366,0.713,17.7,5.1,1.3,2.8,3.2,0.039,-4.5,-2.5
35,CHH,Tony Bennett,University of Wisconsin-Green Bay,3,152,1886,538,155,303,0.412,0.335,0.732,12.4,3.5,1,2,1.6,0.041,-3.9,-0.9
36,LAL,Duane Cooper,University of Southern California,2,88,781,204,59,178,0.402,0.216,0.72,8.9,2.3,0.7,2,-0.5,-0.032,-8.6,-1.3
37,MIA,Isaiah Morris,University of Arkansas,1,25,102,55,12,4,0.456,,0.75,4.1,2.2,0.5,0.2,0,-0.022,-7.9,-0.2
38,ATL,Elmer Bennett,University of Notre Dame,3,21,159,48,10,22,0.34,0.273,0.722,7.6,2.3,0.5,1,-0.3,-0.095,-8.1,-0.2
39,CHI,Litterial Green,University of Georgia,5,148,1189,423,75,182,0.42,0.077,0.665,8,2.9,0.5,1.2,1.6,0.066,-4.8,-0.8
40,NJN,Steve Rogers,Alabama State University,,,,,,,,,,,,,,,,,
41,HOU,Popeye Jones,Murray State University,11,535,12579,3726,3981,696,0.447,0.281,0.751,23.5,7,7.4,1.3,22,0.084,-1.1,2.8
42,MIA,Matt Geiger,Georgia Institute of Technology,10,552,12221,5059,3158,388,0.499,0.232,0.728,22.1,9.2,5.7,0.7,28.4,0.112,-1.5,1.6
43,GSW,Sasha Danilovic,,2,75,2331,957,182,149,0.439,0.379,0.789,31.1,12.8,2.4,2,4.2,0.087,-0.8,0.7
44,SAS,Henry Williams,University of North Carolina at Charlotte,,,,,,,,,,,,,,,,,
45,SEA,Chris King,Wake Forest University,3,103,2058,693,311,116,0.423,0.383,0.633,20,6.7,3,1.1,1,0.023,-2.7,-0.4
46,DEN,Robert Werdann,St. John's University,3,47,273,101,81,9,0.378,0,0.574,5.8,2.1,1.7,0.2,0.1,0.026,-6,-0.3
47,BOS,Darren Morningstar,University of Pittsburgh,1,23,367,96,81,15,0.476,,0.6,16,4.2,3.5,0.7,0.4,0.048,-3.7,-0.2
48,PHO,Brian Davis,Duke University,1,68,374,131,55,22,0.317,0.333,0.735,5.5,1.9,0.8,0.3,0,0,-6.5,-0.4
49,PHO,Ron Ellis,Louisiana Tech University,,,,,,,,,,,,,,,,,
50,GSW,Matt Fish,University of North Carolina at Wilmington,3,50,512,177,110,25,0.5,0,0.625,10.2,3.5,2.2,0.5,0.6,0.058,-3.1,-0.1
51,MIN,Tim Burroughs,Jacksonville University,,,,,,,,,,,,,,,,,
52,CHI,Matt Steigenga,Michigan State University,1,2,12,3,3,2,0.25,0,0.5,6,1.5,1.5,1,0,-0.126,-4,0
53,HOU,Curtis Blair,University of Richmond,,,,,,,,,,,,,,,,,
54,SAC,Brett Roberts,Morehead State University,,,,,,,,,,,,,,,,,
1,CHH,Larry Johnson,"University of Nevada, Las Vegas",10,707,25685,11450,5300,2298,0.484,0.332,0.766,36.3,16.2,7.5,3.3,69.7,0.13,2.4,28.3
2,NJN,Kenny Anderson,Georgia Institute of Technology,14,858,25868,10789,2641,5196,0.421,0.346,0.79,30.1,12.6,3.1,6.1,62.5,0.116,0.8,18
3,SAC,Billy Owens,Syracuse University,10,600,17619,7026,4016,1704,0.481,0.291,0.629,29.4,11.7,6.7,2.8,28.6,0.078,0.5,11.2
4,DEN,Dikembe Mutombo,Georgetown University,18,1196,36791,11729,12359,1240,0.518,0,0.684,30.8,9.8,10.3,1,117,0.153,2.1,38.2
5,MIA,Steve Smith,Michigan State University,14,942,28855,13430,3060,2922,0.44,0.358,0.845,30.6,14.3,3.2,3.1,83.7,0.139,1.4,24.4
6,DAL,Doug Smith,University of Missouri,5,296,5833,2356,1234,400,0.425,0.083,0.773,19.7,8,4.2,1.4,3,0.024,-3,-1.5
7,MIN,Luc Longley,University of New Mexico,10,567,12006,4090,2794,836,0.462,0,0.76,21.2,7.2,4.9,1.5,17.5,0.07,-1.5,1.5
8,DEN,Mark Macon,Temple University,6,251,5018,1685,467,428,0.384,0.27,0.735,20,6.7,1.9,1.7,0.1,0.001,-3.2,-1.5
9,ATL,Stacey Augmon,"University of Nevada, Las Vegas",15,1001,21658,7990,3216,1561,0.469,0.152,0.728,21.6,8,3.2,1.6,43.8,0.097,-0.2,9.8
10,ORL,Bison Dele,University of Arizona,8,413,10004,4536,2564,440,0.528,0.143,0.691,24.2,11,6.2,1.1,22.8,0.109,-0.3,4.4
11,CLE,Terrell Brandon,University of Oregon,11,724,21545,9994,2174,4407,0.448,0.355,0.873,29.8,13.8,3,6.1,65.9,0.147,2.4,23.7
12,NYK,Greg Anthony,"University of Nevada, Las Vegas",11,757,15850,5497,1417,2997,0.403,0.349,0.733,20.9,7.3,1.9,4,35.9,0.109,0,8.1
13,IND,Dale Davis,Clemson University,16,1094,29606,8706,8605,978,0.53,0,0.562,27.1,8,7.9,0.9,86.9,0.141,1.8,28.6
14,SEA,Rich King,University of Nebraska,4,72,309,135,74,21,0.393,0,0.662,4.3,1.9,1,0.3,0.2,0.036,-5.8,-0.3
15,ATL,Anthony Avent,Seton Hall University,6,352,6729,1958,1584,278,0.403,0,0.686,19.1,5.6,4.5,0.8,0.3,0.002,-4.9,-5
16,GSW,Chris Gatling,Old Dominion University,11,700,13760,7232,3741,461,0.513,0.249,0.66,19.7,10.3,5.3,0.7,32.1,0.112,-2.1,-0.2
17,GSW,Victor Alexander,Iowa State University,5,286,5755,2542,1384,257,0.518,0.286,0.634,20.1,8.9,4.8,0.9,8.8,0.073,-2.6,-0.9
18,MIL,Kevin Brooks,University of Louisiana at Lafayette,3,126,1031,417,141,48,0.401,0.2,0.859,8.2,3.3,1.1,0.4,-0.1,-0.004,-7.9,-1.5
19,WSB,LaBradford Smith,University of Louisville,3,183,3131,1218,271,394,0.432,0.298,0.813,17.1,6.7,1.5,2.2,1.5,0.024,-4.1,-1.6
20,HOU,John Turner,Phillips University,1,42,345,117,78,12,0.439,,0.525,8.2,2.8,1.9,0.3,-0.1,-0.021,-7.4,-0.5
21,UTA,Eric Murdock,Providence College,9,508,11882,5118,1261,2467,0.438,0.343,0.786,23.4,10.1,2.5,4.9,25.6,0.103,1.1,9.4
22,LAC,LeRon Ellis,Syracuse University,3,91,857,277,220,29,0.433,,0.613,9.4,3,2.4,0.3,1.2,0.069,-3.2,-0.3
23,ORL,Stanley Roberts,Louisiana State University,8,300,5869,2555,1549,189,0.499,0,0.514,19.6,8.5,5.2,0.6,8.1,0.066,-3.3,-1.9
24,BOS,Rick Fox,University of North Carolina,13,930,23723,8966,3517,2649,0.45,0.349,0.77,25.5,9.6,3.8,2.8,44.7,0.09,1,17.6
25,GSW,Shaun Vandiver,University of Colorado,,,,,,,,,,,,,,,,,
26,CHI,Mark Randall,University of Kansas,4,127,883,332,160,56,0.443,0.154,0.722,7,2.6,1.3,0.4,1,0.054,-3.6,-0.4
27,SAC,Pete Chilcutt,University of North Carolina,9,584,8394,2494,1935,488,0.441,0.381,0.696,14.4,4.3,3.3,0.8,10.6,0.06,-1.9,0.3
28,CHH,Kevin Lynch,University of Minnesota,2,95,1143,310,120,108,0.436,0.333,0.726,12,3.3,1.3,1.1,0.4,0.016,-4,-0.6
29,MIA,George Ackles,"University of Nevada, Las Vegas",,,,,,,,,,,,,,,,,
30,ATL,Rodney Monroe,North Carolina State University,1,38,313,131,33,27,0.368,0.222,0.826,8.2,3.4,0.9,0.7,-0.2,-0.035,-6.9,-0.4
31,SAC,Randy Brown,New Mexico State University,12,655,11533,3148,1173,1420,0.417,0.2,0.691,17.6,4.8,1.8,2.2,11,0.046,-2.2,-0.5
32,PHO,Chad Gallagher,Creighton University,1,2,3,6,0,0,1,,,1.5,3,0,0,0.1,1.442,16.3,0
33,DAL,Donald Hodge,Temple University,5,249,3501,1182,809,191,0.437,0.286,0.711,14.1,4.7,3.2,0.8,1.8,0.025,-4,-1.8
34,MIN,Myron Brown,Slippery Rock University of Pennsylvania,1,4,23,9,3,6,0.667,0.333,,5.8,2.3,0.8,1.5,0,0.032,-5,0
35,DAL,Mike Iuzzolino,Saint Francis University,2,122,3049,1096,238,522,0.457,0.404,0.798,25,9,2,4.3,3.7,0.058,-2.8,-0.6
36,ORL,Chris Corchiani,North Carolina State University,3,112,1313,416,129,243,0.421,0.269,0.816,11.7,3.7,1.2,2.2,1.6,0.058,-2.6,-0.2
37,LAC,Elliot Perry,University of Memphis,10,549,9501,3449,742,1699,0.459,0.359,0.783,17.3,6.3,1.4,3.1,14,0.071,-2.2,-0.4
38,LAC,Joe Wylie,University of Miami,,,,,,,,,,,,,,,,,
39,CLE,Jimmy Oliver,Purdue University,5,78,856,331,80,55,0.407,0.34,0.772,11,4.2,1,0.7,0.3,0.018,-5.6,-0.8
40,DET,Doug Overton,La Salle University,11,499,7275,2253,654,1038,0.412,0.319,0.816,14.6,4.5,1.3,2.1,2.5,0.016,-5.4,-6.2
41,IND,Sean Green,Iona College,3,84,671,352,85,45,0.386,0.246,0.62,8,4.2,1,0.5,-1.3,-0.095,-8.3,-1.1
42,SAC,Steve Hood,James Madison University,,,,,,,,,,,,,,,,,
43,GSW,Lamont Strothers,Christopher Newport University,2,13,155,60,15,14,0.329,0.133,0.714,11.9,4.6,1.2,1.1,-0.5,-0.142,-8.1,-0.2
44,PHI,Alvaro Teheran,University of Houston,,,,,,,,,,,,,,,,,
45,MIL,Bobby Phills,Southern University and A&M College,9,467,13426,5153,1469,1246,0.443,0.39,0.738,28.7,11,3.1,2.7,27.2,0.097,0.5,8.6
46,PHO,Richard Dumas,Oklahoma State University,3,102,2226,1080,351,111,0.509,0.231,0.694,21.8,10.6,3.4,1.1,4.5,0.097,-0.3,1
47,HOU,Keith Hughes,Rutgers University,,,,,,,,,,,,,,,,,
48,UTA,Isaac Austin,Arizona State University,9,432,8350,3285,2030,538,0.446,0.176,0.67,19.3,7.6,4.7,1.2,9.2,0.053,-2.5,-1
49,SAS,Greg Sutton,Oral Roberts University,3,168,1946,761,153,284,0.396,0.361,0.743,11.6,4.5,0.9,1.7,1,0.024,-4,-1
50,PHO,Joey Wright,University of Texas at Austin,,,,,,,,,,,,,,,,,
51,HOU,Zan Tabak,,6,247,3607,1233,883,165,0.506,0,0.525,14.6,5,3.6,0.7,2.4,0.032,-4.4,-2.2
52,LAL,Anthony Jones,Oral Roberts University,,,,,,,,,,,,,,,,,
53,NJN,Von McDade,University of Wisconsin-Milwaukee,,,,,,,,,,,,,,,,,
54,POR,Marcus Kennedy,Eastern Michigan University,,,,,,,,,,,,,,,,,
1,NJN,Derrick Coleman,Syracuse University,15,781,25903,12884,7232,1985,0.447,0.295,0.769,33.2,16.5,9.3,2.5,64.3,0.119,1.3,21.7
2,SEA,Gary Payton,Oregon State University,17,1335,47117,21813,5269,8966,0.466,0.317,0.729,35.3,16.3,3.9,6.7,145.5,0.148,3.3,63
3,DEN,Mahmoud Abdul-Rauf,Louisiana State University,9,586,15628,8553,1087,2079,0.442,0.354,0.905,26.7,14.6,1.9,3.5,25.2,0.077,-2.2,-0.7
4,ORL,Dennis Scott,Georgia Institute of Technology,10,629,17983,8094,1774,1296,0.417,0.397,0.793,28.6,12.9,2.8,2.1,33.4,0.089,-0.4,7.3
5,CHH,Kendall Gill,University of Illinois at Urbana-Champaign,15,966,29481,12914,4002,2945,0.434,0.3,0.754,30.5,13.4,4.1,3,47.8,0.078,0.3,16.9
6,MIN,Felton Spencer,University of Louisville,12,640,12298,3354,3436,213,0.484,0,0.658,19.2,5.2,5.4,0.3,20.9,0.081,-2.6,-1.9
7,SAC,Lionel Simmons,La Salle University,7,454,13472,5833,2833,1498,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,0.06,0.1,7.2
8,LAC,Bo Kimble,Loyola Marymount University,3,105,1336,574,162,98,0.386,0.291,0.728,12.7,5.5,1.5,0.9,0.1,0.004,-5.2,-1.1
9,MIA,Willie Burton,University of Minnesota,8,316,6666,3243,932,393,0.424,0.345,0.786,21.1,10.3,2.9,1.2,9.1,0.065,-2.8,-1.4
10,ATL,Rumeal Robinson,University of Michigan,6,336,6098,2546,606,1179,0.432,0.344,0.611,18.1,7.6,1.8,3.5,5.2,0.041,-2.2,-0.3
11,GSW,Tyrone Hill,Xavier University,14,801,22388,7532,6854,647,0.502,0,0.643,28,9.4,8.6,0.8,56.2,0.12,-1,5.7
12,HOU,Alec Kessler,University of Georgia,4,210,2937,1084,751,81,0.426,0.417,0.744,14,5.2,3.6,0.4,2,0.033,-6.3,-3.2
13,LAC,Loy Vaught,University of Michigan,11,689,16993,6984,4881,652,0.504,0.244,0.718,24.7,10.1,7.1,0.9,35.8,0.101,-1.6,1.8
14,SAC,Travis Mays,University of Texas at Austin,3,115,2964,1273,233,326,0.41,0.362,0.749,25.8,11.1,2,2.8,2.4,0.039,-2.6,-0.5
15,MIA,Dave Jamerson,Ohio University,3,90,594,306,77,61,0.392,0.277,0.86,6.6,3.4,0.9,0.7,0.2,0.018,-5.2,-0.5
16,MIL,Terry Mills,University of Michigan,11,678,16422,7175,3680,891,0.457,0.384,0.781,24.2,10.6,5.4,1.3,33.3,0.097,-0.7,5.5
17,NYK,Jerrod Mustaf,University of Maryland,4,179,1902,721,452,99,0.449,0,0.648,10.6,4,2.5,0.6,1.7,0.043,-4.4,-1.2
18,SAC,Duane Causwell,Temple University,11,541,9409,2648,2273,243,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,0.081,-1.3,1.6
19,BOS,Dee Brown,Jacksonville University,12,608,16843,6758,1569,2227,0.436,0.357,0.825,27.7,11.1,2.6,3.7,33.4,0.095,0.6,11
20,MIN,Gerald Glass,University of Mississippi,4,201,3347,1553,512,298,0.433,0.236,0.643,16.7,7.7,2.5,1.5,1.8,0.025,-2.5,-0.4
21,PHO,Jayson Williams,St. John's University,9,475,9805,3472,3584,287,0.44,0.125,0.606,20.6,7.3,7.5,0.6,20,0.098,-2,0.1
22,NJN,Tate George,University of Connecticut,4,177,2019,736,180,325,0.414,0.071,0.82,11.4,4.2,1,1.8,1.3,0.032,-5.5,-1.8
23,SAC,Anthony Bonner,Saint Louis University,6,318,7372,2199,1726,442,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,0.07,-0.5,2.8
24,SAS,Dwayne Schintzius,University of Florida,8,217,1950,587,536,93,0.404,0.125,0.638,9,2.7,2.5,0.4,1,0.024,-4.9,-1.4
25,POR,Alaa Abdelnaby,Duke University,5,256,3200,1465,846,85,0.502,0,0.701,12.5,5.7,3.3,0.3,4.8,0.072,-4.8,-2.3
26,DET,Lance Blanks,University of Texas at Austin,3,142,1045,289,110,117,0.436,0.253,0.667,7.4,2,0.8,0.8,0.7,0.031,-3.8,-0.5
